"income","spread","loan.amount","high.rate","black","woman"
54,3.88,141,1,0,1
96,0,300,0,0,0
88,0,125,0,0,0
106,0,172,0,0,0
44,0,174,0,0,0
39,3.07,91,1,0,0
55,0,150,0,0,1
55,3.83,211,1,0,0
67,3.88,84,1,0,0
72,4.85,250,1,0,0
42,0,250,0,0,1
63,0,226,0,0,0
49,3.18,255,1,0,0
40,0,126,0,0,1
81,0,199,0,0,1
70,0,188,0,0,0
70,0,47,0,0,0
58,0,234,0,0,0
78,0,214,0,0,0
1030,0,1294,0,0,0
153,0,364,0,0,0
227,0,333,0,0,0
165,0,417,0,0,0
199,0,241,0,0,0
100,0,350,0,0,1
363,0,429,0,0,0
225,0,220,0,0,1
54,0,257,0,0,0
173,0,286,0,0,0
394,0,900,0,0,0
258,0,400,0,0,0
98,0,199,0,0,0
195,0,228,0,0,0
200,0,256,0,0,1
161,0,248,0,0,0
240,3.07,255,1,0,0
143,0,233,0,0,0
102,0,333,0,0,1
54,3.14,215,1,0,1
120,0,280,0,0,0
180,0,196,0,0,0
122,0,88,0,0,0
72,0,182,0,0,0
90,0,169,0,0,1
46,0,177,0,0,0
113,0,221,0,1,0
72,0,195,0,1,1
168,0,229,0,0,1
118,3.49,230,1,1,0
105,0,221,0,0,0
70,0,247,0,0,0
55,0,135,0,0,1
86,0,242,0,0,0
43,0,208,0,0,0
187,0,207,0,0,0
85,3.24,223,1,0,1
72,0,235,0,0,0
43,0,165,0,0,0
194,0,540,0,0,0
194,5.83,68,1,0,0
159,0,195,0,0,1
738,0,896,0,0,0
56,0,220,0,0,0
123,0,234,0,0,0
177,0,164,0,0,0
126,0,235,0,0,0
90,0,344,0,0,0
136,0,342,0,0,0
96,0,350,0,0,0
117,0,334,0,0,0
176,0,255,0,0,0
108,0,319,0,0,0
275,0,150,0,0,0
144,0,256,0,0,0
224,0,200,0,0,0
146,0,260,0,0,0
177,0,225,0,0,0
510,0,260,0,0,0
200,0,152,0,0,0
171,0,185,0,0,0
212,0,417,0,0,0
335,0,417,0,0,0
120,0,176,0,0,0
282,3.66,394,1,0,0
149,4.57,82,1,0,1
121,0,168,0,0,1
40,0,190,0,0,0
49,0,145,0,0,1
89,0,166,0,0,0
50,0,134,0,0,0
105,3.21,194,1,0,0
46,0,74,0,0,1
116,3.47,260,1,0,0
162,5.16,175,1,0,0
107,0,293,0,0,0
290,0,285,0,0,0
38,0,112,0,0,0
180,3.46,336,1,0,0
186,0,594,0,0,0
90,0,226,0,0,0
75,0,150,0,0,0
88,0,201,0,0,0
120,0,179,0,0,0
40,3.19,180,1,0,0
67,3.6,205,1,0,1
420,0,383,0,0,0
39,3.54,176,1,0,0
154,0,274,0,0,1
360,0,337,0,0,0
126,0,202,0,0,0
90,6.9,64,1,0,1
90,0,256,0,0,1
153,0,390,0,0,0
140,0,134,0,0,0
95,0,232,0,0,0
78,0,165,0,0,0
34,0,145,0,0,0
108,3.43,370,1,0,0
115,0,142,0,0,0
65,0,180,0,0,0
225,0,644,0,0,0
105,0,364,0,0,0
89,4.06,325,1,0,0
62,0,200,0,1,0
120,3.65,136,1,0,0
35,0,170,0,1,1
42,0,148,0,0,0
53,0,128,0,0,1
46,0,198,0,0,0
83,0,165,0,0,0
212,4.06,216,1,0,0
82,3.5,245,1,0,0
59,0,168,0,0,0
57,3,144,1,0,1
40,0,175,0,0,0
56,3.7,180,1,0,0
75,0,150,0,0,1
49,3.59,194,1,0,1
103,0,185,0,0,0
49,0,155,0,0,1
62,0,164,0,0,0
153,0,68,0,0,0
274,0,198,0,0,1
239,0,499,0,0,0
372,0,202,0,0,0
130,0,295,0,0,0
191,0,371,0,1,1
185,0,312,0,0,0
400,3.19,324,1,0,0
71,0,222,0,0,0
19,0,140,0,0,0
89,7.67,178,1,0,0
45,0,100,0,0,0
27,0,155,0,0,0
107,0,212,0,0,0
144,0,283,0,0,0
180,0,196,0,0,0
78,0,136,0,0,1
42,3.86,98,1,0,1
183,0,212,0,0,0
65,0,40,0,0,1
29,0,100,0,1,1
70,0,194,0,0,0
115,0,584,0,0,0
172,3.25,185,1,0,0
160,0,417,0,0,0
162,3.53,185,1,0,0
45,0,115,0,0,0
57,0,124,0,0,1
84,0,161,0,0,0
110,0,175,0,0,1
100,0,87,0,0,0
126,0,390,0,0,0
34,0,123,0,0,1
36,0,112,0,0,1
60,0,140,0,0,1
62,0,155,0,0,1
68,0,189,0,0,0
154,0,283,0,0,0
504,0,228,0,0,0
99,0,232,0,0,0
31,0,123,0,0,1
34,0,100,0,0,1
41,0,162,0,0,0
212,0,168,0,0,0
270,0,254,0,0,0
272,0,125,0,0,0
72,0,85,0,0,0
61,0,86,0,0,0
52,0,196,0,0,0
140,0,225,0,0,0
165,0,370,0,0,1
58,0,168,0,0,1
237,0,163,0,0,1
43,0,80,0,0,1
144,3.51,342,1,0,0
45,0,128,0,0,0
58,0,200,0,0,0
75,0,273,0,0,1
85,0,328,0,0,0
73,0,198,0,0,0
134,0,250,0,0,0
119,0,300,0,0,0
92,0,130,0,0,0
50,0,200,0,0,0
38,0,205,0,0,0
31,0,121,0,0,1
59,0,214,0,0,0
66,0,175,0,0,0
95,0,174,0,0,0
35,0,160,0,1,1
250,3.74,270,1,0,0
72,3.71,305,1,0,1
45,0,165,0,0,0
35,0,152,0,0,0
115,0,175,0,0,0
47,0,220,0,0,0
119,0,210,0,0,0
67,0,197,0,0,0
160,0,196,0,0,0
42,0,150,0,0,0
29,0,145,0,0,0
48,0,180,0,0,1
26,0,28,0,0,0
70,0,250,0,0,0
64,0,204,0,0,0
34,0,122,0,0,1
35,0,175,0,0,1
47,0,125,0,0,1
36,0,122,0,0,0
279,0,120,0,0,0
40,0,83,0,0,0
71,0,216,0,0,0
138,0,196,0,0,1
43,0,169,0,0,0
115,3.4,201,1,0,1
43,0,190,0,0,0
35,0,102,0,0,1
786,0,1300,0,0,0
49,0,320,0,0,0
104,0,296,0,0,0
150,0,85,0,0,0
170,0,340,0,0,0
114,3.39,345,1,0,0
49,3.43,139,1,0,0
89,0,206,0,0,0
49,0,168,0,0,1
27,0,99,0,0,1
65,0,145,0,0,1
45,0,150,0,0,1
168,0,109,0,0,0
220,0,268,0,0,1
56,0,194,0,0,1
43,0,97,0,0,0
40,0,158,0,0,0
54,0,136,0,0,0
48,3.23,105,1,0,1
324,3.51,158,1,0,0
36,0,145,0,0,0
52,0,215,0,0,0
184,0,172,0,0,0
85,0,195,0,0,0
162,0,248,0,0,1
48,4.79,149,1,0,0
39,0,110,0,0,1
63,3,261,1,0,1
80,0,197,0,0,1
69,0,174,0,0,0
189,0,100,0,0,1
83,0,188,0,0,0
310,0,351,0,0,0
75,0,354,0,1,0
222,0,218,0,0,0
40,0,200,0,0,0
266,0,414,0,0,0
134,0,384,0,0,0
110,0,254,0,0,0
68,3.01,109,1,0,0
29,0,136,0,0,0
98,0,185,0,0,0
122,0,260,0,0,0
198,0,150,0,0,0
128,0,201,0,0,0
91,0,88,0,0,0
20,0,93,0,1,1
256,0,108,0,0,0
40,0,194,0,0,0
38,0,175,0,0,1
83,3.41,270,1,0,0
54,0,215,0,0,0
57,0,225,0,0,1
42,0,178,0,1,0
44,0,160,0,1,0
35,0,140,0,0,0
43,0,175,0,0,0
48,0,155,0,0,0
66,0,143,0,1,0
95,0,148,0,0,0
47,0,143,0,0,0
78,0,253,0,0,0
50,0,192,0,0,1
46,0,176,0,0,0
66,0,260,0,0,1
68,0,134,0,0,1
44,0,237,0,0,1
70,0,185,0,0,0
396,0,228,0,0,0
61,0,195,0,0,1
124,0,216,0,0,1
194,0,189,0,0,0
70,0,320,0,0,0
66,0,224,0,1,1
564,0,499,0,0,0
194,0,400,0,0,1
202,0,124,0,0,0
269,0,500,0,0,0
332,0,240,0,0,0
142,0,336,0,0,1
540,3.01,302,1,0,0
84,0,175,0,0,0
117,0,256,0,0,0
171,0,296,0,0,0
570,0,1000,0,0,0
357,0,675,0,0,0
121,0,145,0,0,0
92,0,260,0,0,0
189,0,199,0,0,0
381,0,480,0,0,0
53,0,169,0,0,1
158,0,86,0,0,1
63,0,60,0,0,0
281,0,417,0,0,0
98,0,100,0,0,1
58,0,165,0,0,1
212,0,405,0,0,0
58,3.48,162,1,0,0
42,3.33,192,1,0,0
223,0,504,0,0,0
602,0,400,0,0,0
102,0,175,0,0,0
596,0,550,0,0,0
291,0,248,0,0,0
243,0,357,0,0,0
240,0,472,0,0,1
353,0,542,0,0,0
86,0,264,0,0,0
102,0,184,0,0,0
515,3.24,146,1,0,1
113,0,254,0,0,0
106,4.16,258,1,0,0
154,0,136,0,0,0
140,4.48,138,1,0,1
127,6.72,17,1,0,1
42,0,135,0,0,0
81,0,170,0,0,0
121,0,291,0,0,0
52,0,154,0,0,1
135,0,60,0,0,0
38,0,163,0,0,0
108,0,112,0,0,0
51,0,155,0,0,0
128,0,185,0,0,0
150,0,202,0,0,0
479,0,300,0,1,0
252,0,141,0,0,1
193,0,360,0,0,1
168,0,168,0,0,0
62,0,166,0,0,1
160,0,260,0,0,0
78,0,187,0,0,1
65,0,110,0,0,1
150,0,512,0,0,1
323,0,771,0,0,0
78,0,81,0,0,1
1582,0,1585,0,0,0
35,5.4,25,1,0,0
198,0,479,0,0,0
88,0,200,0,0,0
205,0,248,0,0,0
109,0,574,0,0,0
39,0,200,0,0,1
130,0,130,0,0,0
350,0,1000,0,0,0
305,0,588,0,0,0
42,0,280,0,0,0
400,0,650,0,0,0
556,0,736,0,0,0
556,0,518,0,0,0
493,0,299,0,0,0
75,0,183,0,0,0
320,0,900,0,0,0
330,0,417,0,0,0
90,0,224,0,0,0
50,0,182,0,0,0
42,0,163,0,0,0
72,3.41,145,1,0,0
53,0,134,0,0,0
130,0,280,0,0,1
80,0,213,0,0,0
85,0,224,0,0,0
45,0,214,0,0,0
61,0,182,0,0,0
500,0,200,0,0,0
463,0,417,0,0,0
1705,0,1400,0,0,0
150,3.33,165,1,0,0
150,3.46,165,1,0,0
71,3.02,180,1,0,1
111,0,228,0,0,0
57,0,241,0,0,0
191,0,288,0,0,0
188,0,270,0,0,0
600,0,379,0,0,0
416,0,576,0,0,0
350,0,540,0,0,0
586,0,680,0,0,0
69,0,195,0,0,0
350,0,644,0,0,1
332,0,650,0,0,0
157,0,650,0,0,0
512,3.41,354,1,0,0
261,0,339,0,0,0
1257,0,1950,0,0,0
561,0,580,0,0,1
106,0,271,0,0,0
80,0,184,0,0,0
87,0,212,0,0,0
77,0,200,0,0,0
110,0,370,0,0,1
119,0,150,0,0,1
439,0,555,0,0,0
577,0,633,0,0,0
152,0,460,0,0,0
446,0,710,0,0,0
1038,0,500,0,0,0
192,0,464,0,0,0
155,0,524,0,0,0
350,0,500,0,0,0
248,0,100,0,0,0
379,0,98,0,0,0
94,0,25,0,0,0
53,0,27,0,0,0
56,0,29,0,0,0
106,0,46,0,0,0
144,0,22,0,0,1
253,0,25,0,0,0
119,0,29,0,0,1
205,0,33,0,0,0
83,0,21,0,0,1
65,0,60,0,0,0
90,0,29,0,1,1
115,0,42,0,0,0
59,0,20,0,0,0
107,0,33,0,0,0
160,0,109,0,0,0
55,0,39,0,0,0
187,0,30,0,0,0
96,0,50,0,0,0
127,0,117,0,0,0
132,0,71,0,0,0
75,4.16,63,1,0,0
198,0,30,0,0,0
515,0,88,0,0,0
360,0,51,0,0,0
108,0,44,0,0,0
504,0,472,0,0,0
123,0,800,0,0,0
1439,0,628,0,0,0
438,3.61,389,1,0,0
153,0,164,0,0,0
153,0,162,0,0,0
64,0,168,0,0,0
244,0,150,0,0,0
91,0,176,0,0,0
21,0,323,0,0,1
166,0,259,0,0,0
181,0,256,0,0,0
166,0,259,0,0,0
166,0,259,0,0,0
20,0,246,0,0,1
84,0,740,0,0,1
249,0,570,0,0,0
647,0,380,0,0,0
647,0,71,0,0,0
313,0,613,0,0,0
1500,0,1000,0,0,0
49,0,247,0,0,0
304,0,274,0,0,0
324,0,1000,0,0,0
347,0,156,0,0,0
347,0,546,0,0,0
62,0,287,0,0,0
79,0,140,0,0,0
218,0,60,0,0,0
143,0,144,0,0,0
100,0,110,0,0,0
212,0,417,0,0,0
212,0,68,0,0,0
36,0,80,0,0,1
358,0,820,0,0,0
864,0,720,0,0,0
281,0,106,0,0,0
281,0,397,0,0,0
210,0,106,0,0,1
210,0,417,0,0,1
231,0,357,0,0,0
334,0,417,0,0,0
193,0,373,0,0,0
17,0,25,0,0,0
29,0,70,0,1,1
38,3.53,125,1,0,0
28,3.11,111,1,0,0
17,0,72,0,0,0
65,0,183,0,1,1
56,0,160,0,0,0
510,0,656,0,0,0
84,0,305,0,0,0
36,0,139,0,0,0
45,0,84,0,0,1
36,0,95,0,1,0
57,0,163,0,1,0
58,0,114,0,1,0
39,3,133,1,1,0
35,0,80,0,1,1
53,0,114,0,0,0
79,0,116,0,0,0
80,0,28,0,0,0
27,0,65,0,1,1
88,0,167,0,0,1
23,0,200,0,0,1
142,0,106,0,0,0
114,0,417,0,0,1
114,0,96,0,0,1
317,0,468,0,0,0
276,0,428,0,0,0
669,0,409,0,0,0
275,0,580,0,0,1
400,0,496,0,0,0
201,0,480,0,0,0
213,0,549,0,0,1
171,0,557,0,0,0
240,0,417,0,0,0
261,0,375,0,0,0
675,0,408,0,0,0
240,0,408,0,0,0
240,0,248,0,0,0
54,3,171,1,0,0
83,0,190,0,0,0
36,0,99,0,0,0
45,3.07,164,1,1,1
77,0,160,0,0,1
42,0,145,0,0,0
80,0,85,0,0,0
23,3.1,58,1,0,0
57,3.01,170,1,0,1
119,0,58,0,0,1
56,0,87,0,0,0
69,0,80,0,0,0
240,0,124,0,0,0
54,0,30,0,0,1
240,0,16,0,0,0
48,0,128,0,0,0
48,0,32,0,0,0
54,0,120,0,0,1
60,0,144,0,0,1
44,3.34,110,1,0,0
41,0,105,0,0,0
298,0,355,0,0,0
33,0,129,0,0,0
30,0,136,0,0,0
150,0,138,0,0,1
150,0,120,0,0,0
38,0,155,0,0,0
34,0,140,0,0,1
144,0,188,0,0,0
72,0,279,0,0,1
47,0,221,0,0,1
50,0,163,0,0,1
130,0,354,0,0,0
72,3.28,325,1,0,1
78,0,225,0,0,1
78,0,56,0,0,1
70,0,163,0,0,0
164,0,250,0,0,0
108,0,296,0,0,0
108,0,56,0,0,0
58,0,83,0,0,0
58,0,22,0,0,0
155,0,191,0,0,0
176,0,195,0,0,0
33,0,119,0,0,1
33,0,22,0,0,1
112,0,128,0,0,0
83,0,142,0,0,0
89,0,204,0,0,0
56,0,180,0,0,0
66,0,178,0,0,0
66,0,59,0,0,0
75,0,200,0,0,0
31,0,169,0,1,1
64,0,144,0,0,0
72,0,50,0,0,0
75,0,222,0,0,1
72,0,200,0,0,0
37,0,157,0,0,0
330,0,197,0,0,0
65,0,221,0,0,0
64,0,211,0,0,1
70,3.24,210,1,0,0
73,0,124,0,0,0
77,0,120,0,0,0
62,0,118,0,0,0
42,0,200,0,0,0
65,0,188,0,0,0
65,0,24,0,0,0
98,3.73,200,1,0,1
42,3.45,216,1,0,1
59,0,30,0,0,0
59,0,240,0,0,0
141,0,357,0,0,0
114,0,260,0,0,0
49,0,40,0,0,1
40,0,140,0,0,0
45,0,136,0,0,0
50,0,160,0,0,1
107,0,260,0,0,0
76,0,197,0,0,1
120,0,189,0,0,1
97,0,149,0,0,0
360,0,124,0,0,0
310,0,16,0,0,0
65,0,43,0,0,1
65,0,161,0,0,1
20,0,91,0,0,1
180,0,445,0,0,0
40,0,98,0,0,1
59,0,167,0,0,0
62,0,81,0,0,0
51,0,100,0,0,0
104,0,192,0,0,0
45,0,40,0,0,0
72,0,74,0,0,0
45,0,173,0,0,1
45,0,35,0,0,1
76,3.21,215,1,0,0
55,0,161,0,0,1
55,0,43,0,0,1
60,0,33,0,0,1
60,0,132,0,0,1
28,0,96,0,0,1
52,0,222,0,0,0
52,0,56,0,0,0
70,0,140,0,0,0
60,0,243,0,0,1
30,0,25,0,0,1
42,0,215,0,0,1
85,0,56,0,0,0
332,0,140,0,0,0
87,0,167,0,0,0
58,0,180,0,0,0
52,0,160,0,0,0
40,0,119,0,0,0
69,0,143,0,0,0
165,0,100,0,0,0
37,0,143,0,0,1
226,0,104,0,0,0
56,0,148,0,0,0
67,0,104,0,0,1
67,0,35,0,0,1
68,0,31,0,0,0
68,0,164,0,0,0
85,0,130,0,0,0
540,0,300,0,0,0
169,0,328,0,0,0
169,0,66,0,0,0
202,0,417,0,0,0
422,0,970,0,0,0
291,0,556,0,0,0
94,0,212,0,0,0
103,0,40,0,0,0
165,0,399,0,0,0
54,0,129,0,0,0
158,0,230,0,0,1
69,0,278,0,0,0
155,0,417,0,0,0
115,0,220,0,0,1
83,0,305,0,0,1
120,0,417,0,0,0
1125,0,383,0,0,0
600,0,150,0,0,1
180,0,241,0,0,0
93,0,274,0,0,1
93,0,91,0,0,1
28,0,15,0,0,0
148,0,204,0,0,0
28,0,116,0,0,0
92,0,308,0,0,0
92,0,58,0,0,0
179,0,221,0,0,0
384,0,83,0,0,0
384,0,413,0,0,0
270,0,492,0,0,1
131,0,180,0,0,0
131,0,23,0,0,0
225,0,260,0,0,0
36,0,175,0,0,1
180,0,204,0,0,1
180,0,38,0,0,1
228,3,584,1,0,0
109,0,308,0,0,0
120,0,300,0,0,0
69,0,210,0,0,0
55,0,215,0,0,0
125,0,209,0,0,0
278,3.53,253,1,0,0
261,3.6,258,1,0,0
132,0,250,0,0,0
550,0,941,0,0,0
65,0,316,0,0,0
65,0,59,0,0,0
664,3.01,366,1,0,0
174,0,90,0,0,0
104,0,365,0,0,0
174,0,323,0,0,0
191,3.04,402,1,0,0
150,0,345,0,0,0
47,0,130,0,0,1
57,3.08,228,1,0,0
63,3.13,131,1,0,0
78,0,260,0,0,0
43,0,175,0,0,1
43,0,165,0,0,0
75,0,151,0,0,1
26,0,100,0,0,1
120,3.25,257,1,0,0
365,0,331,0,0,0
132,0,302,0,0,0
135,0,34,0,0,0
517,0,220,0,0,0
21,0,80,0,0,0
135,0,244,0,0,0
420,0,34,0,0,0
420,0,268,0,0,0
112,0,259,0,0,0
37,0,214,0,0,0
80,0,272,0,0,0
46,0,143,0,0,1
46,0,48,0,0,1
77,3.39,176,1,0,0
95,3.87,380,1,0,0
84,0,230,0,0,0
73,3.02,315,1,0,0
87,3.95,340,1,0,0
61,0,80,0,0,0
25,0,75,0,0,1
61,0,129,0,0,0
300,0,282,0,0,1
111,0,272,0,0,0
111,0,68,0,0,0
120,0,302,0,0,0
120,0,38,0,0,0
76,0,220,0,0,0
156,0,268,0,0,0
174,0,268,0,0,0
480,0,272,0,0,0
69,0,220,0,0,0
54,0,174,0,0,0
54,0,22,0,0,0
134,0,38,0,0,0
134,0,302,0,0,0
153,0,306,0,0,0
153,0,32,0,0,0
278,3.4,282,1,0,0
82,0,135,0,0,1
56,0,196,0,0,1
87,0,102,0,0,0
48,0,202,0,0,0
80,0,285,0,0,1
65,3.16,155,1,0,0
99,0,91,0,0,0
52,0,148,0,0,1
26,0,42,0,0,1
35,0,163,0,0,0
26,0,97,0,0,1
47,0,161,0,0,0
156,0,274,0,0,1
120,0,180,0,0,0
150,0,348,0,0,0
56,0,115,0,0,0
77,0,142,0,0,1
77,0,38,0,0,1
115,0,252,0,0,0
47,0,185,0,0,1
44,0,237,0,0,0
99,0,237,0,0,1
33,0,216,0,0,0
47,0,122,0,0,0
47,0,23,0,0,0
76,0,213,0,0,0
65,0,148,0,0,0
65,0,37,0,0,0
109,0,297,0,0,0
240,0,198,0,0,0
70,0,243,0,0,0
83,4.46,243,1,0,0
39,0,122,0,0,1
52,3.15,230,1,0,0
36,0,160,0,0,0
30,0,167,0,0,0
61,3.48,181,1,0,0
73,3.47,178,1,0,0
159,0,128,0,0,0
159,0,26,0,0,0
319,0,246,0,0,0
141,0,252,0,0,0
312,0,31,0,0,0
55,0,148,0,0,1
154,0,180,0,0,0
154,0,45,0,0,0
41,0,93,0,1,1
38,0,126,0,0,1
260,0,148,0,0,0
54,0,218,0,1,0
68,0,49,0,0,0
68,0,146,0,0,0
49,4.4,126,1,0,0
56,3.49,117,1,0,0
144,0,182,0,0,0
115,0,218,0,0,0
115,0,27,0,0,0
120,0,193,0,0,0
117,0,36,0,0,0
360,3.39,267,1,0,0
41,0,132,0,0,0
80,3.02,187,1,0,0
60,0,146,0,0,0
84,0,189,0,0,1
128,0,128,0,0,0
36,0,60,0,0,1
30,0,165,0,0,0
53,0,206,0,0,0
60,0,18,0,0,0
74,4.33,158,1,0,0
88,0,200,0,0,0
37,0,184,0,0,1
35,0,140,0,0,1
35,0,26,0,0,1
62,4.58,228,1,0,1
117,0,125,0,0,1
108,0,243,0,0,0
37,0,130,0,0,0
33,0,165,0,0,1
71,0,156,0,0,0
71,0,20,0,0,0
26,0,144,0,1,0
77,0,90,0,0,0
55,0,180,0,0,0
53,0,171,0,0,0
48,3.11,186,1,1,0
80,0,137,0,0,0
80,0,26,0,0,0
79,0,102,0,0,1
60,0,13,0,0,1
48,0,144,0,0,1
48,0,36,0,0,1
54,0,45,0,0,0
54,0,135,0,0,0
40,3.41,184,1,0,0
315,0,135,0,0,0
101,0,225,0,0,0
147,0,209,0,0,0
61,0,179,0,0,1
120,0,212,0,0,0
180,0,300,0,0,0
360,3.25,252,1,0,0
56,0,204,0,0,0
46,0,29,0,0,1
46,0,116,0,0,1
46,0,180,0,0,1
715,0,140,0,0,0
715,0,28,0,0,0
63,0,242,0,0,1
63,0,45,0,0,1
47,3.97,158,1,0,0
54,0,220,0,0,0
62,0,30,0,0,1
62,0,160,0,0,1
132,0,38,0,0,1
132,0,204,0,0,1
72,0,180,0,0,0
72,0,36,0,0,0
40,0,110,0,0,0
61,0,175,0,0,0
80,0,246,0,0,0
68,3.05,235,1,0,0
52,0,192,0,0,0
60,0,168,0,0,0
60,0,21,0,0,0
48,0,100,0,0,0
71,0,238,0,0,0
75,0,168,0,0,1
75,0,32,0,0,1
116,0,299,0,0,0
144,0,168,0,0,0
62,0,150,0,0,1
63,0,152,0,0,0
197,0,288,0,0,1
197,0,54,0,0,1
71,3.07,287,1,0,0
67,0,138,0,0,1
34,3.09,247,1,1,0
707,0,256,0,0,0
289,0,248,0,0,0
341,0,180,0,0,0
134,0,233,0,0,1
78,0,33,0,0,1
144,0,96,0,0,0
83,0,172,0,0,0
43,0,205,0,0,0
41,0,131,0,0,1
46,0,179,0,0,0
60,0,175,0,0,0
129,0,352,0,0,0
118,0,421,0,0,0
282,0,174,0,0,0
53,0,160,0,0,1
73,3.1,159,1,0,0
78,0,131,0,0,0
40,0,175,0,0,0
40,0,44,0,0,0
52,0,148,0,0,0
119,0,43,0,0,0
62,0,218,0,0,0
708,0,400,0,0,0
52,0,192,0,0,0
119,0,417,0,0,0
520,0,417,0,0,0
520,0,80,0,0,0
140,0,350,0,0,0
59,0,223,0,0,0
478,0,525,0,0,1
103,0,210,0,0,0
142,0,73,0,0,0
142,0,417,0,0,0
111,0,195,0,0,0
125,0,224,0,0,0
52,0,300,0,0,1
107,0,100,0,0,0
150,0,296,0,0,0
150,0,37,0,0,0
48,0,94,0,0,1
48,0,14,0,0,1
281,0,136,0,0,0
20,0,60,0,0,1
51,0,223,0,0,1
150,0,152,0,0,0
49,0,156,0,0,1
49,0,20,0,0,1
250,0,197,0,1,1
35,0,150,0,0,1
64,0,200,0,0,0
50,0,156,0,0,0
58,0,210,0,0,0
175,0,152,0,0,1
53,0,176,0,0,0
60,0,174,0,0,0
60,0,22,0,0,0
80,0,120,0,0,1
38,0,130,0,0,1
48,0,136,0,0,1
47,0,221,0,0,0
100,0,263,0,1,0
140,0,70,0,0,1
340,3.09,116,1,0,0
72,0,136,0,0,0
144,0,82,0,0,0
132,0,156,0,0,0
221,0,160,0,0,0
73,0,194,0,0,0
34,0,134,0,0,0
36,0,171,0,1,0
62,0,164,0,0,0
47,0,199,0,0,1
77,0,250,0,0,0
88,0,112,0,0,0
88,0,14,0,0,0
350,0,600,0,0,0
138,0,300,0,0,1
302,0,850,0,0,1
72,0,114,0,0,1
137,0,232,0,0,0
39,0,160,0,0,0
212,0,227,0,0,0
19,0,38,0,0,0
62,0,68,0,0,0
24,0,100,0,0,0
31,0,100,0,0,1
49,0,165,0,0,1
100,0,320,0,0,1
189,0,385,0,0,0
74,0,115,0,0,0
40,0,208,0,0,0
72,0,148,0,0,0
22,0,48,0,0,0
50,0,66,0,0,0
40,3.21,150,1,0,0
41,0,92,0,0,1
31,0,62,0,0,0
39,0,180,0,0,0
51,0,225,0,0,0
47,3.1,138,1,0,0
31,0,102,0,0,1
53,0,65,0,0,1
350,0,400,0,0,0
350,0,50,0,0,0
40,0,129,0,0,1
44,0,85,0,0,0
420,3.11,261,1,0,1
62,0,192,0,0,0
69,0,175,0,0,1
149,0,208,0,0,0
149,0,26,0,0,0
37,0,44,0,0,0
1040,0,574,0,0,1
1040,0,500,0,0,1
50,0,164,0,0,0
550,0,158,0,0,0
454,0,777,0,0,0
52,0,190,0,0,1
780,0,650,0,0,0
780,9.18,99,1,0,0
27,0,150,0,0,1
80,0,237,0,0,1
36,3.15,124,1,0,0
63,0,205,0,1,0
77,0,228,0,0,1
74,0,274,0,0,0
74,0,51,0,0,0
68,0,293,0,0,0
63,0,39,0,1,0
76,0,340,0,0,0
76,0,64,0,0,0
1080,0,191,0,0,0
161,0,780,0,0,0
66,0,195,0,0,0
120,0,199,0,0,0
120,0,50,0,0,0
144,0,409,0,0,1
260,0,417,0,0,0
394,0,417,0,0,0
394,0,90,0,0,0
480,0,456,0,0,0
363,0,503,0,0,0
237,0,443,0,0,0
46,0,172,0,1,0
46,0,46,0,1,0
199,0,771,0,0,0
93,0,375,0,0,0
155,0,660,0,0,0
69,0,270,0,0,0
103,0,250,0,0,1
103,0,31,0,0,1
78,0,198,0,0,0
78,0,50,0,0,0
36,0,190,0,0,1
44,3.06,157,1,1,0
42,4.62,252,1,0,0
50,0,190,0,0,0
46,0,172,0,0,0
46,0,32,0,0,0
36,0,126,0,0,1
31,0,180,0,0,0
105,0,178,0,0,0
107,0,160,0,0,0
107,0,20,0,0,0
43,0,220,0,0,1
114,0,155,0,0,0
463,0,202,0,0,0
180,0,249,0,0,1
38,0,119,0,0,0
38,0,22,0,0,0
39,0,130,0,0,1
42,0,148,0,0,0
44,0,98,0,0,1
76,0,212,0,0,0
212,0,385,0,0,0
130,0,44,0,0,1
130,0,355,0,0,1
212,0,48,0,0,0
99,0,365,0,0,0
145,0,141,0,0,0
118,0,296,0,0,0
118,0,55,0,0,0
26,0,150,0,1,1
220,0,417,0,0,0
220,0,56,0,0,0
652,0,645,0,0,0
1441,0,1342,0,0,0
187,0,358,0,0,0
222,0,192,0,0,0
120,0,192,0,0,0
169,0,400,0,0,0
169,0,50,0,0,0
59,0,228,0,0,0
220,0,267,0,0,1
63,0,254,0,0,0
124,0,410,0,0,0
105,0,289,0,0,1
264,0,450,0,0,0
88,0,246,0,0,0
88,0,30,0,0,0
82,0,240,0,0,1
138,0,224,0,0,0
130,0,416,0,0,0
222,0,40,0,0,0
97,0,280,0,0,0
64,0,252,0,0,0
64,0,32,0,0,0
57,0,249,0,0,1
168,0,350,0,0,0
226,0,212,0,0,0
70,0,165,0,0,0
152,0,200,0,0,0
66,0,223,0,0,0
76,0,240,0,0,0
180,0,333,0,0,0
146,0,246,0,0,1
203,0,219,0,0,0
127,0,227,0,0,0
72,0,244,0,0,0
462,0,1180,0,0,0
107,0,348,0,0,0
211,0,73,0,0,0
211,0,388,0,0,0
96,0,248,0,0,0
96,0,31,0,0,0
94,0,159,0,0,0
192,0,417,0,0,0
247,0,150,0,0,1
87,0,80,0,0,0
87,0,241,0,0,0
150,0,222,0,0,0
38,0,171,0,0,0
127,0,285,0,0,0
